qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
Ljchlorog3v0000020.1	Q32RX1.1	96.45	282	10	0	1	282	37	318	0.0	550
Ljchlorog3v0000020.1	P35860.1	95.04	282	14	0	1	282	37	318	0.0	549
Ljchlorog3v0000020.1	Q3ZJ60.1	94.68	282	15	0	1	282	37	318	0.0	549
Ljchlorog3v0000020.1	P09752.1	94.33	282	16	0	1	282	37	318	0.0	547
Ljchlorog3v0000020.1	A6YGB8.2	94.33	282	16	0	1	282	37	318	0.0	546
Ljchlorog3v0000020.1	Q9MUW0.1	93.62	282	18	0	1	282	37	318	0.0	543
Ljchlorog3v0000020.1	Q0P3J1.1	93.97	282	17	0	1	282	37	318	0.0	543
Ljchlorog3v0000020.1	P12719.2	91.84	282	23	0	1	282	37	318	0.0	541
Ljchlorog3v0000020.1	Q06J41.1	92.20	282	22	0	1	282	37	318	0.0	538
Ljchlorog3v0000020.1	Q06SD2.1	91.13	282	25	0	1	282	37	318	0.0	536
Ljchlorog3v0000020.1	B1XM24.2	90.78	282	26	0	1	282	37	318	0.0	536
Ljchlorog3v0000020.1	P04997.1	91.13	282	25	0	1	282	37	318	0.0	535
Ljchlorog3v0000020.1	B1XMC3.1	90.43	282	27	0	1	282	37	318	0.0	535
Ljchlorog3v0000020.1	Q85G59.1	91.13	282	25	0	1	282	37	318	0.0	533
Ljchlorog3v0000020.1	Q2JP67.1	91.13	282	25	0	1	282	37	318	0.0	533
Ljchlorog3v0000020.1	P15191.1	90.07	282	28	0	1	282	37	318	0.0	533
Ljchlorog3v0000020.1	Q3MAB1.1	89.36	282	30	0	1	282	37	318	0.0	532
Ljchlorog3v0000020.1	Q2JTJ2.1	90.78	282	26	0	1	282	37	318	0.0	532
Ljchlorog3v0000020.1	Q2JTM8.1	90.78	282	26	0	1	282	37	318	0.0	532
Ljchlorog3v0000020.1	P31694.1	89.36	282	30	0	1	282	37	318	0.0	531
Ljchlorog3v0000020.1	Q5N4D2.1	90.78	282	26	0	1	282	37	318	0.0	531
Ljchlorog3v0000020.1	P16033.1	89.36	282	30	0	1	282	37	318	0.0	530
Ljchlorog3v0000020.1	P07063.1	89.01	282	31	0	1	282	37	318	0.0	530
Ljchlorog3v0000020.1	P29270.1	89.01	282	31	0	1	282	37	318	0.0	530
Ljchlorog3v0000020.1	Q3MB78.1	88.65	282	32	0	1	282	37	318	0.0	529
Ljchlorog3v0000020.1	P24625.1	90.07	282	28	0	1	282	37	318	0.0	529
Ljchlorog3v0000020.1	B0JIS8.1	89.36	282	30	0	1	282	37	318	0.0	529
Ljchlorog3v0000020.1	P46242.1	88.30	282	33	0	1	282	37	318	0.0	528
Ljchlorog3v0000020.1	Q8DIV4.1	90.07	282	28	0	1	282	37	318	0.0	528
Ljchlorog3v0000020.1	P51764.1	89.32	281	30	0	1	281	37	317	0.0	528
Ljchlorog3v0000020.1	P04996.1	88.65	282	32	0	1	282	37	318	0.0	527
Ljchlorog3v0000020.1	P14660.1	88.65	282	32	0	1	282	37	318	0.0	526
Ljchlorog3v0000020.1	O19895.1	89.72	282	29	0	1	282	37	318	0.0	526
Ljchlorog3v0000020.1	P07753.1	95.39	282	13	0	1	282	37	318	0.0	526
Ljchlorog3v0000020.1	Q11A00.1	88.65	282	32	0	1	282	37	318	0.0	526
Ljchlorog3v0000020.1	Q10VK7.1	88.65	282	32	0	1	282	37	318	0.0	525
Ljchlorog3v0000020.1	P51759.2	87.94	282	34	0	1	282	37	318	0.0	525
Ljchlorog3v0000020.1	O78446.1	89.72	282	29	0	1	282	37	318	0.0	523
Ljchlorog3v0000020.1	A6MVT2.1	89.36	282	30	0	1	282	37	318	0.0	523
Ljchlorog3v0000020.1	P0A444.1	88.30	282	33	0	1	282	37	318	0.0	522
Ljchlorog3v0000020.1	P24725.1	90.07	282	28	0	1	282	37	318	0.0	520
Ljchlorog3v0000020.1	A6H5E4.1	92.91	282	20	0	1	282	37	318	0.0	520
Ljchlorog3v0000020.1	P51765.1	87.59	282	35	0	1	282	37	318	0.0	516
Ljchlorog3v0000020.1	Q0I910.1	85.46	282	41	0	1	282	36	317	0.0	515
Ljchlorog3v0000020.1	A5GJU5.1	86.17	282	39	0	1	282	36	317	0.0	515
Ljchlorog3v0000020.1	Q3AKT2.1	86.17	282	39	0	1	282	36	317	0.0	515
Ljchlorog3v0000020.1	P0A446.1	87.59	282	35	0	1	282	37	318	0.0	513
Ljchlorog3v0000020.1	Q7U669.1	85.11	282	42	0	1	282	36	317	0.0	513
Ljchlorog3v0000020.1	Q6B929.1	91.84	282	23	0	1	282	37	318	0.0	511
Ljchlorog3v0000020.1	Q9S3W5.1	86.88	282	35	1	1	282	37	316	0.0	511
Ljchlorog3v0000020.1	Q7TTH6.1	85.11	282	42	0	1	282	36	317	0.0	509
Ljchlorog3v0000020.1	A5GTY5.1	84.75	282	43	0	1	282	36	317	0.0	509
Ljchlorog3v0000020.1	A2C6Q1.1	85.11	282	42	0	1	282	36	317	0.0	509
Ljchlorog3v0000020.1	Q3AYB8.1	84.04	282	45	0	1	282	36	317	5e-180	507
Ljchlorog3v0000020.1	B1XIP3.1	85.11	282	42	0	1	282	37	318	7e-180	507
Ljchlorog3v0000020.1	O98733.1	90.78	282	26	0	1	282	37	318	1e-179	506
Ljchlorog3v0000020.1	Q1XDS5.1	90.78	282	26	0	1	282	37	318	1e-179	506
Ljchlorog3v0000020.1	P49460.1	91.13	282	25	0	1	282	37	318	3e-179	505
Ljchlorog3v0000020.1	A0T0W2.1	91.49	282	24	0	1	282	37	318	6e-179	504
Ljchlorog3v0000020.1	P51212.1	90.43	282	27	0	1	282	37	318	8e-179	504
Ljchlorog3v0000020.1	A0T0G9.1	90.78	282	26	0	1	282	37	318	2e-178	503
Ljchlorog3v0000020.1	P06631.2	89.72	282	29	0	1	282	38	319	2e-178	503
Ljchlorog3v0000020.1	A5GIM7.1	87.94	282	34	0	1	282	37	318	5e-178	502
Ljchlorog3v0000020.1	Q32389.1	90.78	282	26	0	1	282	37	318	5e-178	502
Ljchlorog3v0000020.1	P07826.3	82.98	282	48	0	1	282	37	318	1e-177	501
Ljchlorog3v0000020.1	P48265.1	90.07	282	28	0	1	282	37	318	5e-177	499
Ljchlorog3v0000020.1	A5GTY4.1	86.88	282	37	0	1	282	37	318	8e-177	499
Ljchlorog3v0000020.1	A5A8K9.1	82.27	282	50	0	1	282	37	318	1e-176	499
Ljchlorog3v0000020.1	A3PAU3.1	82.92	281	48	0	1	281	38	318	3e-176	498
Ljchlorog3v0000020.1	P24726.1	89.36	282	30	0	1	282	37	318	2e-175	496
Ljchlorog3v0000020.1	Q31A92.1	82.56	281	49	0	1	281	38	318	2e-175	496
Ljchlorog3v0000020.1	Q7V365.1	82.56	281	49	0	1	281	38	318	2e-175	496
Ljchlorog3v0000020.1	Q0I7J2.1	86.88	282	37	0	1	282	37	318	3e-175	495
Ljchlorog3v0000020.1	Q4G3F2.1	88.30	282	33	0	1	282	37	318	3e-175	495
Ljchlorog3v0000020.1	Q3AV15.1	86.52	282	38	0	1	282	37	318	1e-174	494
Ljchlorog3v0000020.1	Q3AM89.1	86.52	282	38	0	1	282	37	318	2e-174	493
Ljchlorog3v0000020.1	Q7TTJ7.1	86.52	282	38	0	1	282	37	318	2e-174	493
Ljchlorog3v0000020.1	Q7U4Z3.1	86.52	282	38	0	1	282	37	318	2e-174	493
Ljchlorog3v0000020.1	Q46JV2.1	81.49	281	52	0	1	281	38	318	2e-174	493
Ljchlorog3v0000020.1	Q7M7A9.1	86.17	282	39	0	1	282	37	318	2e-173	491
Ljchlorog3v0000020.1	P46895.2	81.85	281	51	0	1	281	38	318	8e-173	489
Ljchlorog3v0000020.1	Q7NJX5.1	80.85	282	54	0	1	282	37	318	8e-171	484
Ljchlorog3v0000020.1	Q7NH81.1	80.63	284	53	1	1	282	37	320	6e-169	479
Ljchlorog3v0000020.1	Q8YQS7.1	84.04	282	45	0	1	282	37	318	5e-168	477
Ljchlorog3v0000020.1	Q3MCT0.1	84.04	282	45	0	1	282	37	318	9e-168	476
Ljchlorog3v0000020.1	Q9MSC0.1	79.08	282	59	0	1	282	40	321	5e-165	469
Ljchlorog3v0000020.1	Q9MSC1.1	78.72	282	60	0	1	282	41	322	5e-165	469
Ljchlorog3v0000020.1	Q9XQV1.1	78.37	282	61	0	1	282	41	322	4e-164	466
Ljchlorog3v0000020.1	Q9MSC2.1	77.66	282	63	0	1	282	41	322	1e-162	462
Ljchlorog3v0000020.1	Q9TM69.1	77.66	282	63	0	1	282	39	320	2e-160	457
Ljchlorog3v0000020.1	Q9TJ82.1	81.21	282	53	0	1	282	40	321	2e-160	457
Ljchlorog3v0000020.1	Q7HP56.1	76.24	282	67	0	1	282	33	314	4e-152	436
Ljchlorog3v0000020.1	Q9BBC1.1	75.89	282	68	0	1	282	33	314	3e-151	434
Ljchlorog3v0000020.1	Q9TM72.1	74.82	282	71	0	1	282	36	317	1e-148	427
Ljchlorog3v0000020.1	Q3M5L6.1	69.29	280	85	1	2	280	41	320	3e-144	416
Ljchlorog3v0000020.1	B0CB14.1	68.20	283	89	1	1	282	40	322	5e-143	413
Ljchlorog3v0000020.1	Q2JPR2.1	73.85	283	73	1	1	282	40	322	1e-140	407
Ljchlorog3v0000020.1	Q2JTT0.1	72.79	283	76	1	1	282	40	322	8e-139	402
Ljchlorog3v0000020.1	P0DOC9.1	65.85	284	95	1	1	282	59	342	2e-134	392
Ljchlorog3v0000020.1	B4WP19.1	54.36	287	125	2	2	282	82	368	8e-107	323
Ljchlorog3v0000020.1	Q2JKT8.1	37.24	239	144	4	31	266	63	298	2e-44	159
Ljchlorog3v0000020.1	Q2JRJ5.1	36.40	239	146	4	31	266	63	298	3e-43	156
Ljchlorog3v0000020.1	D0VWR8.2	36.82	239	145	4	31	266	53	288	5e-43	155
Ljchlorog3v0000020.1	Q8CM25.1	36.82	239	145	4	31	266	63	298	5e-43	155
Ljchlorog3v0000020.1	Q7Y4H2.1	36.40	239	146	4	31	266	64	299	5e-43	155
Ljchlorog3v0000020.1	Q0QZ08.1	36.82	239	145	4	31	266	62	297	8e-43	155
Ljchlorog3v0000020.1	B1WQ89.2	37.24	239	144	4	31	266	62	297	9e-43	155
Ljchlorog3v0000020.1	Q6H952.1	36.40	239	146	4	31	266	62	297	1e-42	154
Ljchlorog3v0000020.1	P51766.1	36.40	239	146	4	31	266	62	297	2e-42	154
Ljchlorog3v0000020.1	Q0I6Z7.1	35.56	239	148	4	31	266	62	297	3e-42	154
Ljchlorog3v0000020.1	P09192.2	35.98	239	147	4	31	266	63	298	3e-42	154
Ljchlorog3v0000020.1	Q6H956.1	35.04	254	158	5	31	280	62	312	3e-42	153
Ljchlorog3v0000020.1	B1X3H4.1	35.56	239	148	4	31	266	63	298	4e-42	153
Ljchlorog3v0000020.1	Q8XFA5.1	35.98	239	147	4	31	266	62	297	9e-42	152
Ljchlorog3v0000020.1	Q3B038.1	35.15	239	149	4	31	266	62	297	9e-42	152
Ljchlorog3v0000020.1	Q3AH25.1	35.15	239	149	4	31	266	62	297	1e-41	152
Ljchlorog3v0000020.1	A5GMA8.1	35.15	239	149	4	31	266	62	297	1e-41	152
Ljchlorog3v0000020.1	Q7TTI2.1	35.15	239	149	4	31	266	62	297	1e-41	152
Ljchlorog3v0000020.1	Q5MZ82.1	35.15	239	149	4	31	266	63	298	1e-41	152
Ljchlorog3v0000020.1	Q5N3Q7.1	35.15	239	149	4	31	266	63	298	1e-41	152
Ljchlorog3v0000020.1	Q3MA59.1	35.98	239	147	4	31	266	62	297	2e-41	151
Ljchlorog3v0000020.1	B0C3P0.1	35.56	239	148	5	31	266	62	297	2e-41	151
Ljchlorog3v0000020.1	B2IVV1.1	35.56	239	148	4	31	266	62	297	2e-41	151
Ljchlorog3v0000020.1	A5GQK3.1	34.73	239	150	4	31	266	63	298	2e-41	151
Ljchlorog3v0000020.1	Q9MUW2.1	36.10	241	144	5	31	266	65	300	4e-41	150
Ljchlorog3v0000020.1	Q0P3Q0.1	35.56	239	148	4	31	266	63	298	4e-41	150
Ljchlorog3v0000020.1	P20898.1	35.56	239	148	5	31	266	63	298	5e-41	150
Ljchlorog3v0000020.1	Q4G395.1	35.27	241	146	5	31	266	62	297	6e-41	150
Ljchlorog3v0000020.1	Q20EU7.1	35.15	239	149	4	31	266	63	298	1e-40	149
Ljchlorog3v0000020.1	A8SE98.1	35.15	239	149	4	31	266	64	299	1e-40	149
Ljchlorog3v0000020.1	P41644.1	34.73	239	150	4	31	266	64	299	1e-40	149
Ljchlorog3v0000020.1	Q09G51.1	35.15	239	149	4	31	266	64	299	1e-40	149
Ljchlorog3v0000020.1	Q09MI3.1	35.15	239	149	4	31	266	64	299	1e-40	149
Ljchlorog3v0000020.1	A0A330.1	35.15	239	149	4	31	266	64	299	1e-40	149
Ljchlorog3v0000020.1	Q0ZJ25.1	35.15	239	149	4	31	266	64	299	1e-40	149
Ljchlorog3v0000020.1	Q70Y08.1	35.15	239	149	4	31	266	64	299	2e-40	149
Ljchlorog3v0000020.1	Q4FFP2.1	35.15	239	149	4	31	266	64	299	2e-40	149
Ljchlorog3v0000020.1	A6MMK2.1	35.15	239	149	4	31	266	64	299	2e-40	149
Ljchlorog3v0000020.1	A6MMB7.1	35.15	239	149	4	31	266	64	299	2e-40	149
Ljchlorog3v0000020.1	Q85G27.1	35.15	239	149	4	31	266	62	297	2e-40	148
Ljchlorog3v0000020.1	Q1XDD0.2	35.15	239	149	4	31	266	62	297	3e-40	148
Ljchlorog3v0000020.1	Q19VC7.2	34.73	239	150	4	31	266	65	300	3e-40	148
Ljchlorog3v0000020.1	P06006.5	34.73	239	150	4	31	266	64	299	3e-40	148
Ljchlorog3v0000020.1	A6YG76.1	34.31	239	151	4	31	266	63	298	3e-40	148
Ljchlorog3v0000020.1	P51357.1	35.15	239	149	4	31	266	62	297	3e-40	148
Ljchlorog3v0000020.1	Q9XQA8.1	35.29	238	148	4	32	266	65	299	3e-40	148
Ljchlorog3v0000020.1	Q06FW1.1	34.73	239	150	4	31	266	64	299	3e-40	148
Ljchlorog3v0000020.1	A8W3I2.1	33.86	254	161	5	31	280	64	314	3e-40	148
Ljchlorog3v0000020.1	Q9TL00.1	34.31	239	151	4	31	266	63	298	3e-40	148
Ljchlorog3v0000020.1	B1VKH0.1	34.73	239	150	4	31	266	64	299	3e-40	148
Ljchlorog3v0000020.1	Q7YJX7.1	34.73	239	150	4	31	266	64	299	4e-40	148
Ljchlorog3v0000020.1	P49478.1	35.27	241	146	5	31	266	62	297	4e-40	148
Ljchlorog3v0000020.1	Q3BAP5.1	34.73	239	150	4	31	266	64	299	4e-40	148
Ljchlorog3v0000020.1	Q06J67.1	34.73	239	150	4	31	266	63	298	4e-40	148
Ljchlorog3v0000020.1	A7Y3C4.1	34.73	239	150	4	31	266	64	299	4e-40	148
Ljchlorog3v0000020.1	Q3ZJ46.1	35.56	239	148	5	31	266	63	298	5e-40	147
Ljchlorog3v0000020.1	Q8WI19.1	34.73	239	150	4	31	266	64	299	5e-40	147
Ljchlorog3v0000020.1	Q06RD6.1	34.73	239	150	4	31	266	64	299	5e-40	147
Ljchlorog3v0000020.1	Q8S8X8.1	34.73	239	150	4	31	266	64	299	5e-40	147
Ljchlorog3v0000020.1	Q4FFP1.1	34.73	239	150	4	31	266	64	299	5e-40	147
Ljchlorog3v0000020.1	B5LMM1.1	34.73	239	150	4	31	266	64	299	5e-40	147
Ljchlorog3v0000020.1	P69685.1	34.73	239	150	4	31	266	64	299	5e-40	147
Ljchlorog3v0000020.1	Q56P05.1	34.73	239	150	4	31	266	64	299	5e-40	147
Ljchlorog3v0000020.1	Q09FW6.1	34.73	239	150	4	31	266	64	299	6e-40	147
Ljchlorog3v0000020.1	Q2MIA5.1	34.73	239	150	4	31	266	64	299	6e-40	147
Ljchlorog3v0000020.1	B1A930.1	34.73	239	150	4	31	266	64	299	6e-40	147
Ljchlorog3v0000020.1	Q4VZN8.1	34.73	239	150	4	31	266	64	299	6e-40	147
Ljchlorog3v0000020.1	Q9BBT0.1	34.73	239	150	4	31	266	64	299	6e-40	147
Ljchlorog3v0000020.1	B2LMI8.1	34.73	239	150	4	31	266	64	299	6e-40	147
Ljchlorog3v0000020.1	A7M961.1	34.73	239	150	4	31	266	64	299	6e-40	147
Ljchlorog3v0000020.1	Q6EW53.1	34.73	239	150	4	31	266	64	299	6e-40	147
Ljchlorog3v0000020.1	P06007.1	34.31	239	151	4	31	266	63	298	8e-40	147
Ljchlorog3v0000020.1	A0T097.1	34.85	241	147	5	31	266	62	297	8e-40	147
Ljchlorog3v0000020.1	Q49CA8.1	33.46	254	162	5	31	280	64	314	8e-40	147
Ljchlorog3v0000020.1	Q09X22.1	34.73	239	150	4	31	266	64	299	8e-40	147
Ljchlorog3v0000020.1	A4QLI9.1	34.73	239	150	4	31	266	64	299	8e-40	147
Ljchlorog3v0000020.1	B0C1V6.1	34.31	239	151	4	31	266	62	297	1e-39	147
Ljchlorog3v0000020.1	Q6B918.1	34.73	239	150	4	31	266	62	297	1e-39	146
Ljchlorog3v0000020.1	A0T0T0.1	34.85	241	147	5	31	266	62	297	1e-39	146
Ljchlorog3v0000020.1	Q85AC9.1	34.31	239	151	4	31	266	64	299	1e-39	146
Ljchlorog3v0000020.1	B2Y1U5.1	34.31	239	151	4	31	266	64	299	1e-39	146
Ljchlorog3v0000020.1	P06404.1	34.31	239	151	4	31	266	64	299	1e-39	146
Ljchlorog3v0000020.1	Q1KVW6.1	34.31	239	151	4	31	266	64	299	1e-39	146
Ljchlorog3v0000020.1	Q85WW5.1	34.73	239	150	4	31	266	64	299	1e-39	146
Ljchlorog3v0000020.1	A4QK13.1	34.73	239	150	4	31	266	64	299	1e-39	146
Ljchlorog3v0000020.1	Q9TM47.1	34.73	239	150	4	31	266	62	297	1e-39	146
Ljchlorog3v0000020.1	Q06H02.1	34.31	239	151	4	31	266	64	299	2e-39	146
Ljchlorog3v0000020.1	P28253.1	35.27	241	146	5	31	266	62	297	2e-39	146
Ljchlorog3v0000020.1	Q06SH5.1	34.31	239	151	4	31	266	63	298	2e-39	145
Ljchlorog3v0000020.1	Q7V6I0.1	35.15	239	149	4	31	266	62	297	2e-39	145
Ljchlorog3v0000020.1	B2XT21.1	34.44	241	148	5	31	266	62	297	2e-39	145
Ljchlorog3v0000020.1	A4QKA0.1	34.31	239	151	4	31	266	64	299	3e-39	145
Ljchlorog3v0000020.1	A8W3B9.1	34.73	239	150	4	31	266	64	299	3e-39	145
Ljchlorog3v0000020.1	A6H5G6.1	34.31	239	151	4	31	266	64	299	3e-39	145
Ljchlorog3v0000020.1	A4QJJ4.1	34.31	239	151	4	31	266	64	299	3e-39	145
Ljchlorog3v0000020.1	P56761.3	34.31	239	151	4	31	266	64	299	3e-39	145
Ljchlorog3v0000020.1	A4QJB0.1	34.31	239	151	4	31	266	64	299	3e-39	145
Ljchlorog3v0000020.1	Q2PMT8.1	34.31	239	151	4	31	266	64	299	3e-39	145
Ljchlorog3v0000020.1	Q06GR5.1	34.31	239	151	4	31	266	65	300	3e-39	145
Ljchlorog3v0000020.1	P06005.3	34.31	239	151	4	31	266	64	299	3e-39	145
Ljchlorog3v0000020.1	Q68S11.1	34.73	239	150	4	31	266	64	299	3e-39	145
Ljchlorog3v0000020.1	Q116J3.1	35.68	241	145	6	31	266	63	298	4e-39	145
Ljchlorog3v0000020.1	A9L991.1	34.31	239	151	4	31	266	64	299	4e-39	145
Ljchlorog3v0000020.1	Q85FM2.1	34.31	239	151	4	31	266	64	299	4e-39	145
Ljchlorog3v0000020.1	A4GGA2.1	34.73	239	150	4	31	266	64	299	5e-39	145
Ljchlorog3v0000020.1	P56319.1	33.89	239	152	4	31	266	63	298	7e-39	144
Ljchlorog3v0000020.1	Q9MTN1.2	33.89	239	152	4	31	266	64	299	7e-39	144
Ljchlorog3v0000020.1	Q36814.2	33.89	239	152	4	31	266	64	299	7e-39	144
Ljchlorog3v0000020.1	Q6YXN8.1	33.89	239	152	4	31	266	64	299	7e-39	144
Ljchlorog3v0000020.1	P48079.1	33.89	239	152	4	31	266	63	298	8e-39	144
Ljchlorog3v0000020.1	Q1ACJ7.1	33.07	254	163	5	31	280	64	314	9e-39	144
Ljchlorog3v0000020.1	Q32RT0.1	33.47	239	153	4	31	266	64	299	1e-38	144
Ljchlorog3v0000020.1	B3TNB8.1	33.47	239	153	4	31	266	64	299	1e-38	144
Ljchlorog3v0000020.1	A8Y9F5.1	33.47	239	153	4	31	266	64	299	2e-38	143
Ljchlorog3v0000020.1	P10803.1	33.47	239	153	4	31	266	64	299	2e-38	143
